,siteiid,peiid,pedon_id,site_id,obs_date,utmzone,utmeasting,utmnorthing,x,y,horizdatnm,x_std,y_std,gpspositionalerror,describer,pedonpurpose,pedontype,pedlabsampnum,labdatadescflag,tsectstopnum,tsectinterval,utransectid,tsectkind,tsectselmeth,elev_field,slope_field,aspect_field,plantassocnm,earthcovkind1,earthcovkind2,erocl,bedrckdepth,bedrckkind,bedrckhardness,hillslopeprof,geomslopeseg,shapeacross,shapedown,slopecomplex,drainagecl,geomposhill,geomposmntn,geomposflats,slope_shape,classdate,classifier,classtype,taxonname,localphase,taxonkind,seriesstatus,taxpartsize,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,soiltaxedition,osdtypelocflag,taxmoistcl,taxtempregime,taxfamother,psctopdepth,pscbotdepth,selection_method,ecositeid,ecositenm,ecositecorrdate,es_classifier,es_selection_method,umbric.epipedon,argillic.horizon,ochric.epipedon,cambic.horizon,lithic.contact,paralithic.contact,mollic.epipedon,paralithic.materials,kandic.horizon,lithologic.discontinuity,andic.soil.properties,densic.contact,abrupt.textural.change,aquic.conditions,duripan,slickensides,redox.depletions.with.chroma.2.or.less,redox.concentrations,reduced.matrix,densic.materials,volcanic.glass,folistic.epipedon,albic.materials,human.transported.material,strongly.contrasting.particle.size.class,secondary.carbonates,anthropic.epipedon,surface_fgravel,surface_gravel,surface_cobbles,surface_stones,surface_boulders,surface_channers,surface_flagstones,surface_paragravel,surface_paracobbles,landform_string,pmkind,pmorigin,sampled_as,musym,taxclname,correlated,grpiidref,grpname,correlated_matches
70,543733,533239,77-CA-55-045x,S1977-CA-55-045x,3/2/2009,10,745863.34,4215326.42,-120.1979294,38.05231094,NAD83,-120.2075436,38.0492787,NA,"BFS, COS",laboratory sampling site,taxadjunct to the series,UCD7755045,0,NA,NA,NA,NA,NA,1305,23,248,NA,NA,NA,1,NA,granite,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,6/8/2017,Andrew Brown,correlated,Musick,NA,taxadjunct,tentative,fine-loamy,ultisols,xerults,palexerults,typic palexerults,twelfth edition,0,xeric,mesic,not used,51,101,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,HODA,6036,"Fine-loamy, mixed, active, mesic Typic Palexerults",Musick,23254,UCD_pedons,TRUE
71,543734,533240,SO4-hwy49-717,SO4-hwy49-717,8/6/2008,10,725452.24,4196473.01,-120.4362411,37.88787079,NAD83,-120.4362411,37.8878708,NA,DGM,laboratory sampling site,taxadjunct to the series,UCDO4HY49717,1,NA,NA,NA,NA,NA,318,5,90,NA,NA,NA,NA,NA,NA,NA,summit,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/30/2015,Andrew Paolucci,correlated,Redding,NA,taxadjunct,established,fine,alfisols,xeralfs,durixeralfs,haplic durixeralfs,twelfth edition,0,xeric,thermic,NA,5,27,most recent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,terrace,alluvium,NA,SND,8034,"Fine, mixed, active, thermic Haplic Durixeralfs",Redding,26246,KSSL_Sites_RO2,TRUE
72,543737,533243,S09CAL-002,S2009CAL-002,8/13/2009,10,713783.1,4215207.98,-120.5632553,38.05938721,NAD83,-120.5632477,38.0593872,NA,DB and ATO,laboratory sampling site,correlates to named soil,UCD09L002,1,NA,NA,NA,NA,NA,1200,51,345,NA,NA,NA,NA,NA,NA,NA,backslope,NA,convex,linear,simple,NA,NA,NA,NA,convex / linear,5/25/2018,Theresa Kunch,correlated,Dunstone,NA,series,established,loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,shallow,21,45,most recent,F018XI201CA,Thermic Foothills 22-31 PZ,7/6/2017,Julie Baker,least missing data,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,fan remnant,residuum,NA,Dunstone,7088,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxeralfs",Dunstone,23254,UCD_pedons,TRUE
73,543740,533246,73-CA-05-066x,S1973-CA-05-066x,2/27/2009,10,707817.8,4240358.81,-120.6238403,38.28726196,NAD83,-120.6235365,38.2871117,NA,"COS, BFS",laboratory sampling site,representative pedon for component,UCD7305066,0,NA,NA,NA,NA,NA,536,45,112,NA,NA,NA,3,NA,gabbro,NA,backslope,middle third,linear,linear,simple,well,NA,NA,NA,linear / linear,12/24/2015,Theresa Kunch,correlated,Sierra,NA,taxadjunct,established,fine-loamy,alfisols,xeralfs,haploxeralfs,typic haploxeralfs,twelfth edition,0,NA,thermic,NA,9,50,most recent,R018XI106CA,Shallow Thermic Steep Hillslopes PZ 27-33,6/22/2016,Andrew Paolucci,least missing data,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,RESCUE,6078,"Fine-loamy, superactive, thermic Typic Haploxeralfs",Sierra,23254,UCD_pedons,TRUE
74,543741,533247,73-CA-05-075x,S1973-CA-05-075x,2/27/2009,10,711864.37,4211690.05,-120.5861435,38.02816391,NAD83,-120.586181,38.0296086,NA,"BFS, COS, RMS, LKS",laboratory sampling site,undefined observation,UCD7305075,0,NA,NA,NA,NA,NA,561,28,45,NA,NA,NA,1,NA,metavolcanics,NA,NA,NA,NA,concave,complex,NA,NA,NA,NA,NA,12/23/2015,Theresa Kunch,correlated,Argonaut,NA,taxadjunct,NA,fine,mollisols,xerolls,argixerolls,typic argixerolls,twelfth edition,0,xeric,mesic,NA,18,68,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,PINCHEM,7089,"Fine, mixed, superactive, mesic Typic Argixerolls",Argonaut,23254,UCD_pedons,TRUE
75,543749,533255,75-CA-55-023x,S1975-CA-55-023x,2/27/2009,10,744605.25,4188916.21,-120.2212219,37.81489563,NAD83,-120.2217432,37.8135903,NA,"WRA, BFS",laboratory sampling site,undefined observation,UCD7555023,0,NA,NA,NA,NA,NA,1006,28,135,NA,NA,NA,1,NA,"schist, unspecified",NA,NA,NA,NA,convex,complex,well,NA,NA,NA,NA,4/6/2017,Andrew Paolucci,correlated,Mariposa,NA,taxadjunct,established,fine,ultisols,xerults,haploxerults,typic haploxerults,twelfth edition,0,NA,mesic,NA,30,58,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,BANDARITA,8161,"Fine, mixed, mesic Typic Haploxerults",Mariposa,23254,UCD_pedons,TRUE
76,543751,533257,67-CA-05-034x,S1967-CA-05-034x,1/21/2009,10,710180.92,4248652.29,-120.5943832,38.36138916,NAD83,-120.5943912,38.3600705,NA,JAD,laboratory sampling site,representative pedon for component,UCD6705034,0,NA,NA,NA,NA,NA,831,32,78,NA,NA,NA,0,NA,"schist, unspecified",NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,1/3/2018,Andrew Paolucci,correlated,Sites,NA,series,tentative,fine,ultisols,humults,haplohumults,xeric haplohumults,twelfth edition,0,xeric,mesic,NA,23,73,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SITES,8162,"Fine, parasesquic, mesic Xeric Haplohumults",Sites,23254,UCD_pedons,TRUE
77,543766,533272,77-CA-55-040x,S1977-CA-55-040x,10/20/2008,10,722661.77,4213740.38,-120.4625931,38.04403687,NAD83,-120.2920157,37.7771107,NA,"WRP, BFS",laboratory sampling site,correlates to named soil,UCD7755040,0,NA,NA,NA,NA,NA,358,13,215,NA,NA,NA,1,NA,metavolcanics,NA,backslope,NA,NA,NA,complex,well,NA,NA,NA,NA,12/3/2015,Theresa Kunch,correlated,Loafercreek,NA,series,established,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,25,61,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBURN,7074,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs",Loafercreek,23254,UCD_pedons,TRUE
78,543775,533281,67-CA-55-001x,S1967-CA-55-001x,1/14/2009,10,717418.29,4198517.86,-120.5269012,37.90824127,NAD83,-120.5254888,37.905817,NA,"JAD, COS",laboratory sampling site,taxadjunct to the series,UCD6755001,0,NA,NA,NA,NA,NA,457,2,270,NA,NA,NA,0,NA,latite,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,8/9/2018,Andrew Paolucci,correlated,Toomes,NA,taxadjunct,tentative,loamy,inceptisols,xerepts,dystroxerepts,lithic dystroxerepts,twelfth edition,0,xeric,thermic,NA,0,30,most recent,R018XI101CA,Shallow Latite Ridgetops 20-35 PZ,7/6/2016,Andrew Paolucci,least missing data,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,lava plateau,residuum,latite,HIDEAWAY,3046,"Loamy, mixed, superactive, thermic Lithic Dystroxerepts",Toomes,23254,UCD_pedons,TRUE
79,543780,533286,73-CA-05-071x,S1973-CA-05-071x,2/27/2009,10,701618.5,4232281.27,-120.6969681,38.21593475,NAD83,-120.7003192,38.2145105,NA,BFS,laboratory sampling site,undefined observation,UCD7305071,0,NA,NA,NA,NA,NA,282,23,22,NA,NA,NA,0,NA,"ultramafic, unspecified",NA,NA,NA,NA,convex,simple,well,NA,NA,NA,NA,5/23/2017,Cathy Scott,correlated,SND - possible Henneke,NA,taxadjunct,tentative,clayey-skeletal,mollisols,xerolls,argixerolls,lithic argixerolls,twelfth edition,0,xeric,thermic,NA,20,51,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,HENNEKE,7156,"Clayey-skeletal, magnesic, thermic Lithic Argixerolls",SND - possible Henneke,23254,UCD_pedons,TRUE
80,543782,533288,67-CA-05-039x,S1967-CA-05-039x,1/14/2009,10,725037.17,4258196.04,-120.4214401,38.4437027,NAD83,-120.4199768,38.4442361,NA,"JAD, COS, RHB",laboratory sampling site,taxadjunct to the series,UCD6705039,0,NA,NA,NA,NA,NA,1317,39,180,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,3/20/2018,Andrew Brown,correlated,Redapple,NA,taxadjunct,tentative,fine,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,NA,mesic,NA,59,109,most recent,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,COHASSET,4048,"Fine, mixed, superactive, mesic Ultic Palexeralfs",Redapple,23254,UCD_pedons,TRUE
81,543783,533289,67-CA-05-037x,S1967-CA-05-037x,1/21/2009,10,721616.44,4244931.7,-120.4647751,38.32513046,NAD83,-120.4647761,38.325132,NA,JAD,laboratory sampling site,representative pedon for component,UCD6705037,0,NA,NA,NA,NA,NA,975,30,180,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,2/2/2016,Theresa Kunch,correlated,Supan,NA,taxadjunct,NA,fine-loamy,mollisols,xerolls,haploxerolls,pachic ultic haploxerolls,twelfth edition,0,xeric,mesic,NA,28,103,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SUPAN,5057,"Fine-loamy, mixed, superactive, mesic Pachic Ultic Haploxerolls",Supan,23254,UCD_pedons,TRUE
82,543785,533291,73-CA-05-073x,S1973-CA-05-073x,2/27/2009,10,714793.69,4204049.44,-120.5550842,37.95867157,NAD83,-120.5601434,37.9534987,NA,"COS, BFS, RMD, LKS",laboratory sampling site,taxadjunct to the series,UCD7305073,0,NA,NA,NA,NA,NA,341,12,225,NA,NA,NA,1,NA,"ultramafic, unspecified",NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,7/19/2018,Cathy Scott,correlated,Sixbit,NA,taxadjunct,tentative,loamy-skeletal,alfisols,xeralfs,haploxeralfs,lithic mollic haploxeralfs,twelfth edition,0,xeric,thermic,NA,18,25,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,DELPIEDRA,7155,"Loamy-skeletal, magnesic, thermic Lithic Mollic Haploxeralfs",Sixbit,23254,UCD_pedons,TRUE
83,543786,533292,67-CA-55-005x,S1967-CA-55-005x,1/14/2009,10,713648.63,4193597.91,-120.5712051,37.8648262,NAD83,-120.5724465,37.8658633,NA,"JAD, LMD",laboratory sampling site,taxadjunct to the series,UCD6755005,0,NA,NA,NA,NA,NA,312,3,0,NA,NA,NA,0,NA,latite,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,1/3/2017,Andrew Paolucci,correlated,Goldwall,NA,taxadjunct,tentative,loamy,inceptisols,xerepts,dystroxerepts,lithic dystroxerepts,twelfth edition,0,xeric,thermic,NA,25,43,most recent,R018XI101CA,Shallow Latite Ridgetops 20-35 PZ,7/6/2016,Andrew Paolucci,least missing data,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,lava plateau,residuum,latite,TOOMES,3046,"Loamy, mixed, superactive, thermic Lithic Dystroxerepts",Goldwall,23254,UCD_pedons,TRUE
84,543791,533297,77-CA-55-039x,S1977-CA-55-039x,3/2/2009,10,734013.91,4201345.88,-120.3373947,37.92958069,NAD83,-120.337512,37.9308985,NA,BFS,laboratory sampling site,taxadjunct to the series,UCD7755039,0,NA,NA,NA,NA,NA,594,21,270,NA,NA,NA,0,NA,diorite,NA,NA,NA,NA,convex,complex,well,NA,NA,NA,NA,3/29/2017,Andrew Brown,correlated,Sierra,NA,series,established,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,NA,thermic,NA,4,54,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,LAS POSAS,6074,NA,Sierra,23254,UCD_pedons,TRUE
85,543795,533301,67-CA-05-038x,S1967-CA-05-038x,1/21/2009,10,720605.61,4256910.84,-120.47258,38.43323517,NAD83,-120.470525,38.4338191,NA,COS,laboratory sampling site,correlates to named soil,UCD6705038,0,NA,NA,NA,NA,NA,1134,17,180,NA,NA,NA,0,NA,diorite,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/24/2015,Theresa Kunch,correlated,Holland,NA,series,established,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,NA,64,114,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,STUMP SPRINGS,6043,"Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs",Holland,23254,UCD_pedons,TRUE
86,543796,533302,67-CA-05-032x,S1967-CA-05-032x,1/21/2009,10,723861.21,4254156.4,-120.4361877,38.40763092,NAD83,-120.4368262,38.4065215,NA,COS,laboratory sampling site,correlates to named soil,UCD6705032,0,NA,NA,NA,NA,NA,957,28,338,NA,NA,NA,0,NA,diorite,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,6/9/2017,Andrew Brown,correlated,Holland,NA,series,established,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,not used,38,86,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,HOTAW,6037,"Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs",Holland,23254,UCD_pedons,TRUE
87,543797,533303,73-CA-05-074x,S1973-CA-05-074x,2/27/2009,10,705181.22,4215875.11,-120.661026,38.06738663,NAD83,-120.6586489,38.0660884,NA,"BFS, COS, RMD, LKS",laboratory sampling site,taxadjunct to the series,UCD7305074,0,NA,NA,NA,NA,NA,427,3,22,NA,NA,NA,1,NA,"ultramafic, unspecified",NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,6/22/2017,Cathy Scott,correlated,Fancher,NA,taxadjunct,NA,fine,mollisols,xerolls,palexerolls,pachic palexerolls,twelfth edition,0,xeric,thermic,NA,15,65,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,FANCHER,7155,"Fine, magnesic, thermic Pachic Palexerolls",Fancher,23254,UCD_pedons,TRUE
88,543805,533311,73-CA-05-063x,S1973-CA-05-063x,2/27/2009,10,703909.61,4237884.37,-120.6692047,38.26587677,NAD83,-120.6681649,38.2642228,NA,"COS, WRP, BFS",laboratory sampling site,taxadjunct to the series,UCD7305063,0,NA,NA,NA,NA,NA,474,8,225,NA,NA,NA,0,NA,"schist, unspecified",NA,NA,NA,NA,NA,simple,somewhat excessively,NA,NA,NA,NA,1/1/2017,TKK,correlated,Luckymine,NA,taxadjunct,tentative,loamy,inceptisols,xerepts,humixerepts,lithic humixerepts,twelfth edition,0,xeric,thermic,NA,28,41,most recent,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,MAYMEN,8175,"Loamy, mixed, superactive, thermic Lithic Humixerepts",Luckymine,23254,UCD_pedons,TRUE
89,543808,533314,76-CA-55-032x,S1976-CA-55-032x,3/2/2009,10,728157.32,4206243.59,-120.4024124,37.97517014,NAD83,-120.402412,37.975169,NA,"COS, BFS, WLC, RJM",laboratory sampling site,taxadjunct to the series,UCD7655032,0,NA,NA,NA,NA,NA,655,53,135,NA,NA,NA,4,NA,"schist, unspecified",NA,backslope,upper third,NA,convex,complex,excessively,NA,NA,NA,NA,3/31/2016,Andrew Paolucci,correlated,Priestgrade,NA,taxadjunct,tentative,loamy-skeletal,entisols,orthents,xerorthents,lithic xerorthents,twelfth edition,0,xeric,thermic,NA,0,15,most recent,F018XI202CA,Deep Thermic Steep Hillslopes 28-35,4/28/2016,Andrew Paolucci,least missing data,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,"schist, sericite",HIDEAWAY,8175,"Loamy-skeletal, mixed, superactive, acid, thermic Lithic Xerorthents",Priestgrade,23254,UCD_pedons,TRUE
90,543810,533316,73-CA-05-070x,S1973-CA-05-070x,2/27/2009,10,703260.31,4233507.94,-120.6778717,38.22661209,NAD83,-120.6794851,38.2277433,NA,"COS, RDR, BFS",laboratory sampling site,taxadjunct to the series,UCD7305070,0,NA,NA,NA,NA,NA,411,22,90,NA,NA,NA,0,NA,"schist, unspecified",NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,1/22/2016,Andrew Paolucci,correlated,Millvilla,NA,taxadjunct,tentative,fine-loamy,inceptisols,xerepts,haploxerepts,typic haploxerepts,twelfth edition,0,xeric,thermic,NA,28,69,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,DORADO,7211,"Fine-loamy, mixed, superactive, thermic Typic Haploxerepts",Millvilla,23254,UCD_pedons,TRUE
91,543821,533327,75-CA-55-026x,S1975-CA-55-026x,2/27/2009,10,745383.96,4184461.45,-120.2138901,37.77458572,NAD83,-120.2149866,37.7735339,NA,"WRA, BFS",laboratory sampling site,representative pedon for component,UCD7555026,0,NA,NA,NA,NA,NA,701,29,180,NA,NA,NA,0,NA,diorite,NA,NA,NA,NA,convex,complex,well,NA,NA,NA,NA,12/1/2015,Theresa Kunch,correlated,Flanly,NA,taxadjunct,established,fine-loamy,alfisols,xeralfs,haploxeralfs,mollic haploxeralfs,twelfth edition,0,xeric,thermic,NA,20,70,most recent,R018XI106CA,Shallow Thermic Steep Hillslopes PZ 27-33,6/22/2016,Andrew Paolucci,least missing data,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,BLASINGAME,6078,"Fine-loamy, mixed, superactive, thermic Mollic Haploxeralfs",Flanly,23254,UCD_pedons,TRUE
92,543823,533329,77-CA-55-037x,S1977-CA-55-037x,3/2/2009,10,744173.01,4206680.07,-120.2201157,37.97493362,NAD83,-120.2190395,37.9756039,NA,BFS,laboratory sampling site,taxadjunct to the series,UCD7755037,0,NA,NA,NA,NA,NA,823,69,180,NA,NA,NA,2,NA,diorite,NA,NA,NA,NA,convex,complex,excessively,NA,NA,NA,NA,5/12/2017,Andrew Brown,correlated,Chaix,NA,taxadjunct,NA,coarse-loamy,inceptisols,xerepts,humixerepts,typic humixerepts,twelfth edition,0,xeric,mesic,not used,25,74,most recent,R018XI105CA,Mesic Steep Convex Slopes 31-40 PZ bordering thermic,5/9/2017,David Evans,least missing data,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,TRETTEN,6029,"Coarse-loamy, mixed, active, mesic Typic Humixerepts",Chaix,23254,UCD_pedons,TRUE
93,543824,533330,75-CA-55-031x,S1975-CA-55-031x,3/2/2009,10,730076.24,4195975.6,-120.3838654,37.88223267,NAD83,-120.3830093,37.8829739,NA,BFS,laboratory sampling site,correlates to named soil,UCD7555031,0,NA,NA,NA,NA,NA,543,8,45,NA,NA,NA,0,NA,diorite,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/1/2015,Theresa Kunch,correlated,Flanly,NA,series,established,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,23,73,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBERRY,6071,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs",Flanly,23254,UCD_pedons,TRUE
