"","coiid","nationalmusym","dmuiid","musym","muname","mustatus","compname","comppct_r","slope_l","slope_h","drainagecl","ecosite_id","taxclname","pmkind","pmorigin","landform_string","modaldepthcl","drange"
"105",1860172,"20mn5",552165,"7088","Loafercreek-Gopheridge complex, 30 to 60 percent slopes","approved","Rock outcrop",5,30,60,NA,NA,NA,NA,NA,"hill","NA","None"
"259",2482905,"20mn5",552165,"7088","Loafercreek-Gopheridge complex, 30 to 60 percent slopes","approved","Mined land",1,10,30,NA,NA,NA,NA,NA,"hill","NA","None"
"214",2405978,"2x295",758290,"7088a","Jasperpeak-Gopheridge complex, 30 to 60 percent slopes","provisional","Jasperpeak",49,30,60,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxeralfs","colluvium & residuum","metavolcanics","hill","S","S"
"213",2405977,"2x295",758290,"7088a","Jasperpeak-Gopheridge complex, 30 to 60 percent slopes","provisional","Gopheridge",25,30,60,"well","F018XI201CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD"
"216",2405980,"2x295",758290,"7088a","Jasperpeak-Gopheridge complex, 30 to 60 percent slopes","provisional","Motherlode",10,30,60,"well","F018XI201CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","D","D"
"217",2405981,"2x295",758290,"7088a","Jasperpeak-Gopheridge complex, 30 to 60 percent slopes","provisional","Gardellones",5,30,60,"well","F018XI201CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","D","D-VD"
"215",2405979,"2x295",758290,"7088a","Jasperpeak-Gopheridge complex, 30 to 60 percent slopes","provisional","Loafercreek",5,30,60,"well","F018XI200CA","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD-D"
"218",2405982,"2x295",758290,"7088a","Jasperpeak-Gopheridge complex, 30 to 60 percent slopes","provisional","Rock outcrop",5,30,60,NA,NA,NA,NA,NA,"hill","NA","None"
"260",2482907,"2x295",758290,"7088a","Jasperpeak-Gopheridge complex, 30 to 60 percent slopes","provisional","Mined land",1,10,30,NA,NA,NA,NA,NA,"hill","NA","None"
"96",1844296,"2n89g",552166,"7089","Gardellones-Gopheridge-Motherlode complex, 30 to 60 percent slopes","approved","Gardellones",68,30,60,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","D","D-VD"
"179",2074005,"2n89g",552166,"7089","Gardellones-Gopheridge-Motherlode complex, 30 to 60 percent slopes","approved","Gopheridge",15,30,60,"well","F018XI201CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD"
"447",2548335,"2n89g",552166,"7089","Gardellones-Gopheridge-Motherlode complex, 30 to 60 percent slopes","approved","Motherlode",15,30,60,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","D","D"
"271",2485306,"2n89g",552166,"7089","Gardellones-Gopheridge-Motherlode complex, 30 to 60 percent slopes","approved","Rock outcrop",2,30,60,NA,NA,NA,NA,NA,"hill","NA","None"
"270",2485304,"2x293",785640,"7089b","Gopheridge-Loafercreek complex, 30 to 60 percent slopes","provisional","Gopheridge",68,30,60,"well","F018XI201CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD"
"269",2485303,"2x293",785640,"7089b","Gopheridge-Loafercreek complex, 30 to 60 percent slopes","provisional","Loafercreek",25,30,60,"well","F018XI201CA","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD-D"
"451",2548341,"2x293",785640,"7089b","Gopheridge-Loafercreek complex, 30 to 60 percent slopes","provisional","Jasperpeak",5,30,60,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxeralfs","colluvium & residuum","metavolcanics","hill","S","S"
"272",2485309,"2x293",785640,"7089b","Gopheridge-Loafercreek complex, 30 to 60 percent slopes","provisional","Rock outcrop",2,30,60,NA,NA,NA,NA,NA,"hill","NA","None"
"48",1817363,"2mfyn",547094,"7096","Gopheridge-Loafercreek complex, 50 to 90 percent slopes","provisional","Gopheridge",70,50,90,"well","R018XI125CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD"
"50",1817365,"2mfyn",547094,"7096","Gopheridge-Loafercreek complex, 50 to 90 percent slopes","provisional","Loafercreek",15,50,90,"well","F018XI201CA","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD-D"
"49",1817364,"2mfyn",547094,"7096","Gopheridge-Loafercreek complex, 50 to 90 percent slopes","provisional","Jasperpeak",10,50,90,"well","R018XI125CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxerepts","colluvium & residuum","metavolcanics","hill","S","S"
"79",1842398,"2mfyn",547094,"7096","Gopheridge-Loafercreek complex, 50 to 90 percent slopes","provisional","Rock outcrop",5,50,90,NA,NA,NA,NA,NA,"hill","NA","None"
"35",1813218,"20mn6",524313,"7155","Crimeahouse-Delpiedra complex, 3 to 15 percent slopes","approved","Crimeahouse",50,3,15,"well","R018XI102CA","Loamy-skeletal, magnesic, thermic Mollic Haploxeralfs","colluvium & residuum","serpentinite","hill","MD","MD"
"5",1685741,"20mn6",524313,"7155","Crimeahouse-Delpiedra complex, 3 to 15 percent slopes","approved","Delpiedra",28,3,15,"well","R018XI102CA","Loamy, magnesic, thermic Lithic Mollic Haploxeralfs","colluvium & residuum","serpentinite","hill","S","VS-S"
"448",2548336,"20mn6",524313,"7155","Crimeahouse-Delpiedra complex, 3 to 15 percent slopes","approved","Fancher",10,3,15,"well","R018XI102CA","Fine, magnesic, thermic Mollic Haploxeralfs","colluvium & residuum","serpentinite","hill","MD","MD"
"16",1764944,"20mn6",524313,"7155","Crimeahouse-Delpiedra complex, 3 to 15 percent slopes","approved","Hennekenot",9,3,15,"well","R018XI102CA","Loamy-skeletal, magnesic, thermic Lithic Argixerolls","colluvium & residuum","serpentinite","hill","S","VS-S"
"449",2548337,"20mn6",524313,"7155","Crimeahouse-Delpiedra complex, 3 to 15 percent slopes","approved","Rock outcrop",2,3,15,NA,NA,NA,NA,NA,"hill","NA","None"
"261",2482908,"20mn6",524313,"7155","Crimeahouse-Delpiedra complex, 3 to 15 percent slopes","approved","Mined land",1,3,15,NA,NA,NA,NA,NA,"hill","NA","None"
"187",2170330,"20mn7",524314,"7156","Crimeahouse-Hennekenot-Delpiedra complex, 15 to 30 percent slopes","approved","Crimeahouse",54,15,30,"well","R018XI102CA","Loamy-skeletal, magnesic, thermic Mollic Haploxeralfs","colluvium & residuum","serpentinite","hill","MD","MD"
"189",2170332,"20mn7",524314,"7156","Crimeahouse-Hennekenot-Delpiedra complex, 15 to 30 percent slopes","approved","Hennekenot",25,15,30,"well","R018XI102CA","Loamy-skeletal, magnesic, thermic Lithic Argixerolls","colluvium & residuum","serpentinite","hill","S","VS-S"
"188",2170331,"20mn7",524314,"7156","Crimeahouse-Hennekenot-Delpiedra complex, 15 to 30 percent slopes","approved","Delpiedra",15,15,30,"well","R018XI102CA","Loamy, magnesic, thermic Lithic Mollic Haploxeralfs","colluvium & residuum","serpentinite","hill","S","S"
"450",2548339,"20mn7",524314,"7156","Crimeahouse-Hennekenot-Delpiedra complex, 15 to 30 percent slopes","approved","Rock outcrop",5,15,30,NA,NA,NA,NA,NA,"hill","NA","None"
"262",2482910,"20mn7",524314,"7156","Crimeahouse-Hennekenot-Delpiedra complex, 15 to 30 percent slopes","approved","Mined land",1,3,20,NA,NA,NA,NA,NA,"hill","NA","None"
"190",2170334,"21zq2",529716,"7159","Crimeahouse-Hennekenot complex, 30 to 70 percent slopes","approved","Crimeahouse",45,30,70,"well","R018XI104CA","Loamy-skeletal, magnesic, thermic Mollic Haploxeralfs","colluvium & residuum","serpentinite","hill","MD","MD"
"192",2170336,"21zq2",529716,"7159","Crimeahouse-Hennekenot complex, 30 to 70 percent slopes","approved","Hennekenot",40,30,70,"well","R018XI102CA","Loamy-skeletal, magnesic, thermic Lithic Argixerolls","colluvium & residuum","serpentinite","hill","S","S"
"191",2170335,"21zq2",529716,"7159","Crimeahouse-Hennekenot complex, 30 to 70 percent slopes","approved","Delpiedra",10,20,70,"well","R018XI102CA","Loamy, magnesic, thermic Lithic Haploxerepts","colluvium & residuum","serpentinite","hill","S","S"
"9",1721708,"21zq2",529716,"7159","Crimeahouse-Hennekenot complex, 30 to 70 percent slopes","approved","Rock outcrop",5,30,70,NA,NA,NA,NA,NA,"hill","NA","None"
"186",2101129,"2rx1g",632875,"7165","Hennekenot-Crimeahouse complex, 5 to 20 percent slopes","provisional","Hennekenot",65,5,20,"well","R018XI103CA","Loamy-skeletal, mixed, superactive, thermic Lithic Mollic Haploxeralfs","colluvium & residuum","ultramafic, unspecified","hill","S","S"
"185",2101128,"2rx1g",632875,"7165","Hennekenot-Crimeahouse complex, 5 to 20 percent slopes","provisional","Crimeahouse",30,5,20,"well","R018XI103CA","Loamy-skeletal, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","ultramafic, unspecified","hill","MD","MD"
"224",2405990,"2rx1g",632875,"7165","Hennekenot-Crimeahouse complex, 5 to 20 percent slopes","provisional","Rock outcrop",5,5,20,NA,NA,NA,NA,NA,"hill","NA","None"
"183",2074013,"2rx1z",635389,"7166","Hennekenot-Rock outcrop complex, 20 to 45 percent slopes","provisional","Hennekenot",85,20,45,"well","R018XI103CA","Loamy, mixed, superactive, thermic Lithic Mollic Haploxeralfs","colluvium & residuum","ultramafic, unspecified","hill","S","S"
"225",2405991,"2rx1z",635389,"7166","Hennekenot-Rock outcrop complex, 20 to 45 percent slopes","provisional","Rock outcrop",12,20,60,NA,NA,NA,NA,NA,"hill","NA","None"
"182",2074012,"2rx1z",635389,"7166","Hennekenot-Rock outcrop complex, 20 to 45 percent slopes","provisional","Crimeahouse",3,20,45,"well","R018XI103CA","Loamy-skeletal, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","ultramafic, unspecified","hill","MD","MD"
"195",2250138,"22781",531737,"7207","Millvilla-Priestgrade-Hetchy complex, 30 to 60 percent slopes","approved","Millvilla",60,30,60,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"279",2500532,"22781",531737,"7207","Millvilla-Priestgrade-Hetchy complex, 30 to 60 percent slopes","approved","Priestgrade",25,30,60,"somewhat excessively","R018XI106CA","Loamy-skeletal, mixed, active, thermic Humic Lithic Haploxerepts","residuum","metasedimentary, unspecified","hill","S","S"
"51",1818237,"22781",531737,"7207","Millvilla-Priestgrade-Hetchy complex, 30 to 60 percent slopes","approved","Hetchy",15,30,60,"well","F018XI201CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"280",2500533,"2r6fl",589735,"7210","Deerflat-Millvilla complex, 3 to 15 percent slopes","approved","Deerflat",50,3,15,"well","F018XI202CA","Fine-loamy, mixed, semiactive, thermic Ultic Argixerolls","colluvium & residuum","metasedimentary, unspecified","hill","VD","VD"
"125",2028964,"2r6fl",589735,"7210","Deerflat-Millvilla complex, 3 to 15 percent slopes","approved","Millvilla",40,3,15,"well","F018XI201CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"124",2028963,"2r6fl",589735,"7210","Deerflat-Millvilla complex, 3 to 15 percent slopes","approved","Hetchy",9,3,15,"well","F018XI201CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"129",2028970,"2r6fl",589735,"7210","Deerflat-Millvilla complex, 3 to 15 percent slopes","approved","Aquultic Haploxeralfs",1,3,8,"poorly","R018XI111CA","Fine-loamy, mixed, active, thermic Aquultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","drainageway & hill","MD","MD"
"163",2065345,"2r6fk",589715,"7211","Millvilla-Luckymine complex, 15 to 30 percent slopes","approved","Millvilla",64,15,30,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"127",2028967,"2r6fk",589715,"7211","Millvilla-Luckymine complex, 15 to 30 percent slopes","approved","Luckymine",15,15,30,"well","F018XI201CA","Loamy, mixed, active, thermic, shallow Ultic Haploxeralfs","residuum","metasedimentary, unspecified","hill","S","VS-S"
"126",2028966,"2r6fk",589715,"7211","Millvilla-Luckymine complex, 15 to 30 percent slopes","approved","Hetchy",10,15,30,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"128",2028968,"2r6fk",589715,"7211","Millvilla-Luckymine complex, 15 to 30 percent slopes","approved","Wardsferry",10,15,30,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","D","D"
"263",2482911,"2r6fk",589715,"7211","Millvilla-Luckymine complex, 15 to 30 percent slopes","approved","Mined land",1,3,20,NA,NA,NA,NA,NA,"hill","NA","None"
"123",2028960,"2r6fj",589737,"7212","Wardsferry-Millvilla complex, 30 to 60 percent slopes","approved","Wardsferry",50,30,60,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","D","D"
"164",2065346,"2r6fj",589737,"7212","Wardsferry-Millvilla complex, 30 to 60 percent slopes","approved","Millvilla",40,30,60,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"122",2028959,"2r6fj",589737,"7212","Wardsferry-Millvilla complex, 30 to 60 percent slopes","approved","Luckymine",5,30,60,"well","R018XI106CA","Loamy, mixed, active, thermic, shallow Ultic Haploxeralfs","residuum","metasedimentary, unspecified","hill","MD","VS-S"
"121",2028958,"2r6fj",589737,"7212","Wardsferry-Millvilla complex, 30 to 60 percent slopes","approved","Ultic Haploxeralfs",5,30,60,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","D","D"
"150",2045856,"2mftj",547016,"8026","Saddlemod-Copperopolis complex, 30 to 60 percent slopes","approved","Saddlemod",45,30,60,"well","F018XI201CA","Loamy-skeletal, mixed, superactive, thermic Typic Haploxerepts","residuum","slate","hill","MD","MD"
"151",2045857,"2mftj",547016,"8026","Saddlemod-Copperopolis complex, 30 to 60 percent slopes","approved","Copperopolis",40,30,60,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxerepts","residuum","slate","hill","S","S"
"152",2045858,"2mftj",547016,"8026","Saddlemod-Copperopolis complex, 30 to 60 percent slopes","approved","Donpedro",10,30,60,"well","F018XI200CA","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","slate","hill","MD","MD"
"80",1842409,"2mftj",547016,"8026","Saddlemod-Copperopolis complex, 30 to 60 percent slopes","approved","Rock outcrop",5,30,60,NA,NA,NA,NA,NA,"hill","NA","None"
"153",2045859,"20mn8",524316,"8033","Copperopolis-Whiterock complex, 2 to 8 percent slopes, rocky","approved","Copperopolis",58,2,8,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxerepts","residuum","slate","hill","S","S"
"6",1685752,"20mn8",524316,"8033","Copperopolis-Whiterock complex, 2 to 8 percent slopes, rocky","approved","Whiterock",25,2,8,"somewhat excessively","F018XI200CA","Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthents","residuum","slate","hill","VS","VS"
"17",1777971,"20mn8",524316,"8033","Copperopolis-Whiterock complex, 2 to 8 percent slopes, rocky","approved","Rock outcrop",10,2,8,NA,NA,NA,NA,NA,"hill","NA","None"
"53",1823325,"20mn8",524316,"8033","Copperopolis-Whiterock complex, 2 to 8 percent slopes, rocky","approved","Aquic Haploxeralfs",5,2,8,"poorly","R018XI111CA","Fine-loamy, mixed, superactive, thermic Aquic Haploxeralfs","colluvium & residuum","metamorphic, unspecified","hill","MD","MD"
"264",2482912,"20mn8",524316,"8033","Copperopolis-Whiterock complex, 2 to 8 percent slopes, rocky","approved","Mined land",2,2,8,NA,NA,NA,NA,NA,"hill","NA","None"
"154",2045860,"20mn9",524317,"8034","Copperopolis-Whiterock complex, 3 to 15 percent slopes, rocky","approved","Copperopolis",50,3,15,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxerepts","residuum","slate","hill","S","S"
"155",2045861,"20mn9",524317,"8034","Copperopolis-Whiterock complex, 3 to 15 percent slopes, rocky","approved","Whiterock",25,3,15,"somewhat excessively","F018XI200CA","Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthents","residuum","slate","hill","VS","VS"
"156",2045862,"20mn9",524317,"8034","Copperopolis-Whiterock complex, 3 to 15 percent slopes, rocky","approved","Donpedro",10,3,15,"well","F018XI200CA","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified & slate","hill","MD","MD"
"20",1781225,"20mn9",524317,"8034","Copperopolis-Whiterock complex, 3 to 15 percent slopes, rocky","approved","Rock outcrop",8,3,15,NA,NA,NA,NA,NA,"hill","NA","None"
"196",2250139,"20mn9",524317,"8034","Copperopolis-Whiterock complex, 3 to 15 percent slopes, rocky","approved","Saddlemod",5,3,15,"well","F018XI201CA","Loamy-skeletal, mixed, superactive, thermic Typic Haploxerepts","residuum","slate","hill","MD","MD"
"265",2482913,"20mn9",524317,"8034","Copperopolis-Whiterock complex, 3 to 15 percent slopes, rocky","approved","Mined land",2,3,15,NA,NA,NA,NA,NA,"hill","NA","None"
"11",1730382,"20mnb",524318,"8036","Copperopolis-Whiterock complex, 15 to 30 percent slopes, rocky","approved","Copperopolis",59,15,30,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxerepts","residuum","slate","hill","S","S"
"7",1685754,"20mnb",524318,"8036","Copperopolis-Whiterock complex, 15 to 30 percent slopes, rocky","approved","Whiterock",25,15,30,"somewhat excessively","F018XI200CA","Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthents","residuum","slate","hill","VS","VS"
"33",1805191,"20mnb",524318,"8036","Copperopolis-Whiterock complex, 15 to 30 percent slopes, rocky","approved","Donpedro",10,15,30,"well","F018XI200CA","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","slate","hill","MD","MD"
"19",1781222,"20mnb",524318,"8036","Copperopolis-Whiterock complex, 15 to 30 percent slopes, rocky","approved","Rock outcrop",5,15,30,NA,NA,NA,NA,NA,"hill","NA","None"
"266",2482914,"20mnb",524318,"8036","Copperopolis-Whiterock complex, 15 to 30 percent slopes, rocky","approved","Mined land",1,10,20,NA,NA,NA,NA,NA,"hill","NA","None"
"509",2630257,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Cumulic Humixerepts",50,0,8,"well","F022AI204CA","Loamy-skeletal, mixed, active, mesic Cumulic Humixerepts","alluvium","NA","stream terrace","D","None"
"510",2630258,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Riverwash",20,0,3,NA,NA,NA,NA,NA,"channel","NA","None"
"511",2630259,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Anthraltic Xerorthents",5,1,15,"excessively","R018XI999CA","Fragmental, mixed, active, mesic Anthraltic Xerorthents","mine spoil or earthy fill","NA","stream terrace","D","None"
"514",2630262,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Fluvaquents",5,0,3,"poorly","F022AI206CA","Sandy, mixed, mesic Typic Fluvaquents","alluvium","NA","flood plain","VD","None"
"512",2630260,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Lithic Xerorthents",5,0,8,"well","F022AI206CA","Loamy, mixed, active, nonacid, mesic Lithic Xerorthents","alluvium & residuum","NA & igneous, metamorphic and sedimentary","strath terrace","VS","VS-S"
"553",2635134,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Mined land",5,0,15,NA,NA,NA,NA,NA,NA,"NA","None"
"515",2630263,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Water",5,0,8,NA,NA,NA,NA,NA,"stream","NA","None"
"521",2630281,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Rock outcrop",3,0,15,NA,NA,NA,NA,NA,"strath terrace","NA","None"
"513",2630261,"2lk58",542848,"8110","Cumulic Humixerepts-Riverwash complex, 0 to 8 percent slopes, mesic","provisional","Fluventic Haploxerepts",2,0,8,"moderately well","F022AI204CA","Coarse-loamy over sandy or sandy-skeletal, mixed, active, mesic Fluventic Haploxerepts","alluvium","NA","stream terrace","VD","None"
"516",2630271,"2x4d2",793528,"8110t","Psammentic Haploxerolls-Mollic Fluvaquents-Riverwash-complex, 0 to 8 percent slopes","provisional","Psammentic Haploxerolls",40,0,8,"well","R018XX101CA","Mixed, thermic Psammentic Haploxerolls","alluvium","metamorphic, unspecified","stream terrace","VD","None"
"559",2635142,"2x4d2",793528,"8110t","Psammentic Haploxerolls-Mollic Fluvaquents-Riverwash-complex, 0 to 8 percent slopes","provisional","Mollic Fluvaquents",15,0,8,"poorly","R018XX101CA","Loamy-skeletal, mixed, active, nonacid, thermic, shallow Mollic Fluvaquents","alluvium & residuum","NA & metamorphic, unspecified","drainageway & flood plain","S","S"
"556",2635138,"2x4d2",793528,"8110t","Psammentic Haploxerolls-Mollic Fluvaquents-Riverwash-complex, 0 to 8 percent slopes","provisional","Riverwash",15,0,3,NA,NA,NA,NA,NA,"channel","NA","None"
"557",2635139,"2x4d2",793528,"8110t","Psammentic Haploxerolls-Mollic Fluvaquents-Riverwash-complex, 0 to 8 percent slopes","provisional","Anthraltic Xerorthents",10,1,15,"excessively","R018XI999CA","Fragmental, mixed, active, thermic Anthraltic Xerorthents","mine spoil or earthy fill","NA","stream terrace","D","None"
"558",2635141,"2x4d2",793528,"8110t","Psammentic Haploxerolls-Mollic Fluvaquents-Riverwash-complex, 0 to 8 percent slopes","provisional","Mined land",10,0,15,NA,NA,NA,NA,NA,NA,"NA","None"
"517",2630274,"2x4d2",793528,"8110t","Psammentic Haploxerolls-Mollic Fluvaquents-Riverwash-complex, 0 to 8 percent slopes","provisional","Ultic Haploxerolls",5,0,8,"well","R018XX101CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxerolls","alluvium","metamorphic, unspecified","meander scar & stream terrace","D","None"
"518",2630275,"2x4d2",793528,"8110t","Psammentic Haploxerolls-Mollic Fluvaquents-Riverwash-complex, 0 to 8 percent slopes","provisional","Water",5,0,8,NA,NA,NA,NA,NA,"stream","NA","None"
"32",1794820,"2lk5c",542853,"8115","Sanguinetti-Priestgrade complex, 30 to 60 percent slopes","approved","Sanguinetti",55,30,60,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Typic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","hill & canyon","D","D"
"89",1843565,"2lk5c",542853,"8115","Sanguinetti-Priestgrade complex, 30 to 60 percent slopes","approved","Priestgrade",38,30,60,"somewhat excessively","R018XI106CA","Loamy-skeletal, mixed, active, thermic Humic Lithic Haploxerepts","residuum & colluvium","metasedimentary, unspecified","canyon & hill","S","VS-S"
"54",1823364,"2lk5c",542853,"8115","Sanguinetti-Priestgrade complex, 30 to 60 percent slopes","approved","Millvilla",5,30,60,"well","F018XI201CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill & canyon","MD","MD"
"81",1842422,"2lk5c",542853,"8115","Sanguinetti-Priestgrade complex, 30 to 60 percent slopes","approved","Rock outcrop",2,30,60,NA,NA,NA,NA,NA,"canyon & hill","NA","None"
"554",2635135,"2xhkj",793530,"8120","Fluventic Haploxerepts-Oxyaquic Xerofluvents complex, 0 to 8 percent slopes, partially drained","provisional","Fluventic Haploxerepts",66,0,8,"well","F022AI204CA","Coarse-loamy over sandy or sandy-skeletal, mixed, active, mesic Fluventic Haploxerepts","alluvium","granitoid","stream terrace","VD","None"
"519",2630277,"2xhkj",793530,"8120","Fluventic Haploxerepts-Oxyaquic Xerofluvents complex, 0 to 8 percent slopes, partially drained","provisional","Oxyaquic Xerofluvents",20,0,8,"moderately well","F022AI204CA","Sandy, mixed, mesic Oxyaquic Xerofluvents","alluvium","granitoid","stream terrace","VD","None"
"520",2630280,"2xhkj",793530,"8120","Fluventic Haploxerepts-Oxyaquic Xerofluvents complex, 0 to 8 percent slopes, partially drained","provisional","Aquepts",10,0,8,"poorly","F022AI206CA","Sandy over loamy, mixed, active, mesic Fluventic Endoaquepts","alluvium","granitoid","flood plain","VD","None"
"555",2635136,"2xhkj",793530,"8120","Fluventic Haploxerepts-Oxyaquic Xerofluvents complex, 0 to 8 percent slopes, partially drained","provisional","Water",4,0,8,NA,NA,NA,NA,NA,"stream","NA","None"
"82",1842461,"22783",539613,"8160","Nedsgulch-Sites complex, 3 to 15 percent slopes","approved","Nedsgulch",65,3,15,"well","F022AI202CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope","VD","None"
"112",1953304,"22783",539613,"8160","Nedsgulch-Sites complex, 3 to 15 percent slopes","approved","Sites",25,3,15,"well","F022AI202CA","Fine, parasesquic, mesic Xeric Haplohumults","colluvium & residuum","metasedimentary, unspecified","ridge","VD","S-MD"
"197",2250140,"22783",539613,"8160","Nedsgulch-Sites complex, 3 to 15 percent slopes","approved","Wallyhill",10,3,15,"well","F022AI203CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope","MD","MD"
"84",1842464,"2djdm",539614,"8161","Nedsgulch-Sites complex, 15 to 30 percent slopes","approved","Nedsgulch",60,15,30,"well","F022AI202CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope","VD","None"
"36",1813272,"2djdm",539614,"8161","Nedsgulch-Sites complex, 15 to 30 percent slopes","approved","Sites",20,15,30,"well","F022AI202CA","Fine, parasesquic, mesic Xeric Haplohumults","colluvium & residuum","metasedimentary, unspecified","mountain slope","VD","S-MD"
"83",1842463,"2djdm",539614,"8161","Nedsgulch-Sites complex, 15 to 30 percent slopes","approved","Lickinfork",10,15,30,"well","F022AI203CA","Loamy-skeletal, mixed, active, mesic Ultic Haploxeralfs","colluvium","metasedimentary, unspecified","mountain slope","VD","None"
"118",1979630,"2djdm",539614,"8161","Nedsgulch-Sites complex, 15 to 30 percent slopes","approved","Wallyhill",10,15,30,"well","F022AI203CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope","MD","MD-VD"
