STA,Station Name,Elevation,Latitude,Longitude,Nearby City,Hydro,Basin,Owner,Maintenance,Operator,Map,Collect,County Name,Basin Name,Agency Name,Hydro Area,Sensors,
CVP,CHEVRON PUMP PLANT,130,37.998,-121.855,PITTSBURG,2,9001, , ,107,23,0,CONTRA COSTA,SAN JOAQUIN R,Contra Costa County,SAN FRANCISCO BAY,"16",
CW2,COTTONWOOD LAKES 2,11100,36.483,-118.217,LONE PINE,9,11001, , ,71,32,0,INYO,OWENS R,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82",
CWD,COTTONWOOD LAKES,10150,36.4838256835938,-118.177551269531,LONE PINE,9,11001,702,702,702,999,0,INYO,OWENS R,CA Dept of Water Resources/Snow Surveys,SOUTH LAHONTAN,"2,3,4,9,10,14,18,30,31,32,45,82,103,104,105",
DAN,DANA MEADOWS,9800,37.897,-119.257,TUOLUMNE MEADOWS,6,8601,702,702,702,25,0,TUOLUMNE,TUOLUMNE R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"2,3,4,9,10,12,14,18,30,31,32,77,78,82,96,97,98,99,103,104,105,106,107,108,115",
DAP,DAVENPORT,200,37.0197,-122.1917,SANTA CRUZ,3,2950, , ,144,22,0,SANTA CRUZ,SANTA CRUZ CO COAST,Santa Cruz County,CENTRAL COAST,"16",
DAR,DRAINAGE AT ARBOR ROAD ,20,37.768959,-121.419414,TRACEY,5,9001, , ,704,22,2,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14,100,146",
DCM,DRY CREEK AT MODESTO AT CLAUS ROAD,88,37.657,-120.923,MODESTO,6,8601, , ,1,24,0,STANISLAUS,TUOLUMNE R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,41",
DDF,DEADFALL LAKES,7200,41.318,-122.503,MOUNT SHASTA CITY,1,901, , ,33,3,0,TRINITY,TRINITY R,Mount Shasta Ranger District,NORTH COAST,"3,18,82",
DDL,DUDLEYS (MCDIARMID FIRE STATION),3000,37.72091,-120.09614,COULTERVILLE,6,8701, , ,700,24,2,MARIPOSA,MERCED R,CA Dept of Water Resources/Flood Management,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,16,26,31,32,45,77,78",
DHM,DEAD HORSE MEADOW,7300,35.873,-118.587,,7,9701, , ,30,39,0,TULARE,KERN R,Western Divide Ranger District,TULARE LAKE,"3,18,82",
DRO,DELTA RUNOFF ONE DAY CALCULATION,6,38.042,-121.642,BETHEL ISLAND,5,8101, , ,700,17,0,CONTRA COSTA,DELTA,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"155",
DSN,DRY CREEK NR SNELLING,230,37.555,-120.463,SNELLING,6,8701,60,999,204,24,0,MERCED,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"1,14,16,20",
DSR,JT14 DOYLE SPRINGS DIVERSION,3940,36.189,-118.66596,SPRINGVILLE,7,9601, , ,61,32,2,TULARE,TULE R,Pacific Gas and Electric Company, Auberry,TULARE LAKE,"1,14",
DYE,DOYLE (BLM),4240,40.022,-120.106,PORTOLA,8,10401, , ,3,10,0,LASSEN,SUSAN R,CAL FIRE,NORTH LAHONTAN,"2,4,9,10,12,13,14,26,30,31,32,77,78",
DYL,DOYLE,4240,40.033,-120.1,PORTOLA,8,10401, , ,40,10,0,LASSEN,SUSAN R,National Weather Service,NORTH LAHONTAN,"2",
ECO,ECHO LAKE,7420,38.831,-120.037,MEYERS,8,10501, , ,209,18,29,EL DORADO,TRUCKEE R,El Dorado Irrigation District,NORTH LAHONTAN,"6,15",
EDA,LOS GATOS CREEK AT EL DORADO AVENUE,490,36.167,-120.209,COALINGA,7,9950, , ,1,30,0,FRESNO,LOS GATOS CR (NEAR COALINGA),CA Dept of Water Resources,TULARE LAKE,"1,14",
ENM,ENGLISH MOUNTAIN,7100,39.436,-120.525,,5,7401, , ,81,14,0,NEVADA,YUBA R,Nevada Irrigation District,SACRAMENTO RIVER,"3,18,82",
ENR,LAKE ELEANOR,4660,37.974,-119.88,HETCH HETCHY,6,8601, , ,94,25,0,TUOLUMNE,TUOLUMNE R,Hetch Hetchy Water and Power,SAN JOAQUIN RIVER,"6,14,15,66",
EPW,EL PORTAL,2073,37.675333,-119.787917,EL PORTAL,6,8701, , ,55,25,2,MARIPOSA,MERCED R,National Park Service,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,31,32,45,77,78",
ER4,EEL R @FERNBRIDGE-PIER 4 (CALTRANS),30,40.613,-124.202,FERNBRIDGE,1,1201, , ,6,6,0,HUMBOLDT,EEL R,CA Dept of Transportation,NORTH COAST,"14,95",
ERS,EEL RIVER AT SCOTIA,36,40.492,-124.099,RIO DELL,1,1201, , ,801,6,0,HUMBOLDT,EEL R,CA Dept of Fish and Game,NORTH COAST,"65,66",
ERY,ELLERY LAKE,9645,37.9349670410156,-119.232200622559,TUOLUMNE MEADOWS,9,10901,999,999,702,999,0,MONO,MONO LAKE,CA Dept of Water Resources/Snow Surveys,SOUTH LAHONTAN,"2,4,9,10,12,14,18,30,31,32,45,77,78,103,104,105,115",
FMD,FRENCH MEADOWS,5263,39.112,-120.468,FORESTHILL,5,7701, , ,87,14,0,PLACER,AMERICAN R,Placer County Water Agency,SACRAMENTO RIVER,"15",
FO1,FORT ORD1,460,36.627,-121.798,SEASIDE,3,3301, , ,402,29,0,MONTEREY,SALINAS R,US Army,CENTRAL COAST,"2,4,9,10,11,12,13,14,17,26,30,31,32,77,78",
FO2,FORT ORD2,490,36.627,-121.786,SEASIDE,3,3301, , ,402,29,0,MONTEREY,SALINAS R,US Army,CENTRAL COAST,"2,4,9,10,11,12,13,14,17,26,30,31,32,45,77,78",
FOR,FOUR TREES,5150,39.812365,-121.322541,BUCKS LAKE,5,7301, , ,703,12,0,PLUMAS,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,3,14,45,82",
FP3,FREDONYER PASS 3,5850,40.375,-120.872,,5,7301, , ,20,10,0,LASSEN,FEATHER R,Eagle Lake Ranger District,SACRAMENTO RIVER,"3,18,82",
FPI,KERN POWER HOUSE INTAKE,3654,35.9458,-118.47686,KERNVILLE,7,9701, , ,168,39,2,KERN,KERN R,Southern California Edison Company,TULARE LAKE,"4,16",
FPR,FEATHER NF NEAR PRATTVILLE,4390,40.169,-121.091,PRATTVILLE,5,7301, , ,60,9,0,PLUMAS,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"65,66",
FR2,FARMINGTON STOCKTON EAST CANAL,180,37.915,-120.935,FARMINGTON,6,8451, , ,56,24,0,SAN JOAQUIN,LITTLEJOHN CR,US Army Corps of Engineers,SAN JOAQUIN RIVER,"85",
FRA,FEATHER RIVER AT MILE 61.6,125,39.468,-121.597,OROVILLE,5,7301, , ,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"14,25",
FRN,FORNI RIDGE,7600,38.805,-120.213,STRAWBERRY,5,7701,50,700,50,18,0,EL DORADO,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,14,16,18,30,31,32,45,82",
FRW,FAREWELL GAP,9500,36.4150886535645,-118.578903198242,PORTERVILLE,7,9501,702,702,702,999,0,TULARE,KAWEAH R,CA Dept of Water Resources/Snow Surveys,TULARE LAKE,"3,4,12,14,18,30,31,32,82,96,97,98,99",
FS2,MERCED RIVER AT FERGUSON SLIDE DOWNSTRM,1371,37.660086,-119.900683,EL PORTAL,6,8701, , ,6,24,31,MARIPOSA,MERCED R,CA Dept of Transportation,SAN JOAQUIN RIVER,"1,25,62,221",
FSU,FERGUSON ROCKSLIDE UPSTREAM,1399,37.6552,-119.897,MARIPOSA,6,8701, , ,44,25,0,MARIPOSA,MERCED R,US Forest Service,SAN JOAQUIN RIVER,"1,14",
FSW,EEL RIVER AT FORT SEWARD,320,40.2182006835938,-123.632530212402,FORT SEWARD,1,1201,700,999,5,7,0,HUMBOLDT,EEL R,USGS and DWR,NORTH COAST,"1,2,14,16,20,45,169",
FWQ,SAN JOAQUIN R AT FRIANT DAM-WQ,330,36.9993,-119.7061,FRIANT,6,9001, , ,50,31,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,27,28,61,62,100",
GBN,GIBSONVILLE,5400,39.725,-120.932,,5,7401, , ,80,14,0,SIERRA,YUBA R,South Feather Water and Power Agency,SACRAMENTO RIVER,"3,18,82",
GES,SACRAMENTO RIVER BELOW GEORGIANA SLOUGH,0,38.2389,-121.5234,WALNUT GROVE,5,6501, , ,58,17,0,SACRAMENTO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,100,221",
GFR,GIANT FOREST,6400,36.57,-118.768,LONE PINE,7,9501, , ,53,32,0,TULARE,KAWEAH R,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82",
GIB,GIBSON,1633,41.0225,-122.3992,CASTELLA,5,6501,1,1,700,3,0,SHASTA,SACRAMENTO R,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45",
GMB,STANISLAUS R AT GAMBINI PROPERTY,98,37.772,-120.888,OAKDALE,6,8501, , ,801,24,0,STANISLAUS,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
GNV,GREENVILLE RS,3570,40.133,-120.933,GREENVILLE,5,7301, , ,40,10,0,PLUMAS,FEATHER R,National Weather Service,SACRAMENTO RIVER,"2,45",
GRA,SO FK GUALALA R NR ANNAPOLIS,100,38.694,-123.409,ANNAPOLIS,1,1550, , ,1,15,0,SONOMA,GUALALA R,CA Dept of Water Resources,NORTH COAST,"1,14,25",
GRF,SAN JOAQUIN RIVER AT GRAVELLY FORD,170,36.798,-120.16,MENDOTA,6,9001, , ,50,30,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"1,14,20,25,27,28,41,61,62,100",
HIQ,FRESNO R BLW HIDDEN DAM,385,37.1044,-119.8869,MADERA,2,8901, , ,56,25,0,MADERA,FRESNO R,US Army Corps of Engineers,SAN FRANCISCO BAY,"1,14,25",
HOL,HOLLAND CUT NEAR BETHEL ISLAND,0,38.0164,-121.5819,BETHEL ISLAND,6,9001, , ,5,17,0,SAN JOAQUIN,SAN JOAQUIN R,USGS and DWR,SAN JOAQUIN RIVER,"1,20,21,25,27,61,100,222,223,224,225,226,227,228,229,230",
HOO,HOOPA,333,41.05,-123.667,HOOPA,1,901, , ,54,2,0,HUMBOLDT,TRINITY R,Natural Resources Conservation Service,NORTH COAST,"2",
HRK,HARKNESS FLAT,6200,40.418,-121.275,CHESTER,5,7301,701,701,703,9,0,LASSEN,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"3,4,12,14,18,82,103,104,105",
HRO,HARVEY O BANKS PUMPING PLANT,4,37.798,-121.623,BYRON,5,8101, , ,1,23,21,CONTRA COSTA,DELTA,CA Dept of Water Resources,SACRAMENTO RIVER,"70,101,109,112,148,149,150,151,152,153,179",
HUR,HURLEY,35,38.587,-121.407,,5,7701, , ,134,17,0,SACRAMENTO,AMERICAN R,Sacramento County,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,77,78",
HYS,HUYSINK,6600,39.282,-120.527,CISCO,5,7701,50,700,50,14,0,PLACER,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,14,16,18,30,31,32,45,82",
IDR,IDRIA,2400,36.4161,-120.6713889,NEW IDRIA,3,3101, , ,703,30,0,FRESNO,SAN BENITO R,CA Dept of Water Resources/O & M,CENTRAL COAST,"14,16",
JBP,JAMES BYPASS,170,36.653,-120.18,SAN JOAQUIN,6,9001, , ,599,30,0,FRESNO,SAN JOAQUIN R,San Luis Delta-Mendota Water Authority,SAN JOAQUIN RIVER,"1,14,20",
JCK,JACKSON MEADOWS (NEVADA CO WD),6037,39.509,-120.552,SIERRA CITY,5,7401, , ,129,14,0,NEVADA,YUBA R,Nevada County,SACRAMENTO RIVER,"15,66",
JMS,JUNE MOUNTAIN SUMMIT,10153,37.74,-119.07272,LEE VINING,9,10901, , ,69,25,2,MODOC,MONO LAKE,Southern California Edison Company, Bishop,SOUTH LAHONTAN,"4,9,10,12,14,18,26",
KGC,KINGS NF NR CLIFF CAMP,6143,36.994,-118.897,CLIFF CAMP,7,9401, , ,60,32,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"65,66",
KLL,KELLY RIDGE POWER PLANT,180,39.533,-121.483,OROVILLE,5,7301, , ,80,13,0,BUTTE,FEATHER R,South Feather Water and Power Agency,SACRAMENTO RIVER,"23",
KLR,KILARC PH,2650,40.683,-121.867,WHITMORE,5,7001, , ,60,9,0,SHASTA,SACTO VLY NE,Pacific Gas & Electric,SACRAMENTO RIVER,"2,45",
LCB,OREGON CREEK BELOW LOG CABIN,1913,39.445,-121.058,NORTH SAN JUAN,5,7401, , ,158,13,0,YUBA,YUBA R,Yuba County,SACRAMENTO RIVER,"1,20,41,204,210",
LCO,LINDA CREEK AT CHAMPION OAKS,140,38.727,-121.247,ROSEVILLE,5,7701, , ,131,17,0,PLACER,AMERICAN R,Placer County,SACRAMENTO RIVER,"1,16",
LCP,LOWER CARSON PASS,8400,38.693,-119.998,,5,7701, , ,209,19,0,ALPINE,AMERICAN R,El Dorado Irrigation District,SACRAMENTO RIVER,"3,18,82",
LCR,LOST CORNER MOUNTAIN,7500,39.017,-120.215,,5,7701, , ,85,14,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"3,4,18,82",
LEG,SOUTH FORK EEL RIVER AT LEGGETT,747,39.8745956420898,-123.720581054688,GARBERVILLE,1,1201,700,700,5,11,0,MENDOCINO,EEL R,USGS and DWR,NORTH COAST,"1,2,14,16,20,45",
LFY,LAFAYETTE,465,37.885,-122.138,ORINDA,2,2801, , ,86,22,0,CONTRA COSTA,SF BAY,East Bay Municipal Utility District,SAN FRANCISCO BAY,"15",
LIV,LIVERMORE,800,37.7103,-121.8183,LIVERMORE,2,2001, , ,3,23,0,ALAMEDA,EAST BAY,CAL FIRE,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,17,26,77,78",
LLY,LLOYD MEADOW,5600,36.147,-118.477,,7,9701, , ,999,32,0,TULARE,KERN R,None Specified,TULARE LAKE,"3,18,82",
LSG,LOS GATOS,646,37.2068,-121.9428,SAN JOSE,2,2301, , ,3,23,0,SANTA CLARA,LOS GATOS CR (NEAR SAN JOSE),CAL FIRE,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,26,77,78",
LTR,LAS TRAMPAS,1760,37.834,-122.067,WALNUT CREEK,2,2001, , ,301,22,0,CONTRA COSTA,EAST BAY,East Bay Regional Parks Fire-Rescue Services,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
LUS,SAN LUIS RESERVOIR (STATE),543,37.001,-121.002,LOS BANOS,6,9201, , ,1,23,0,MERCED,SAN JOAQUIN VLY WEST,CA Dept of Water Resources,SAN JOAQUIN RIVER,"15",
LWS,LEWISTON (WATER QUALITY),1830,40.719310760498,-122.803634643555,LEWISTON,1,901,50,999,404,8,0,TRINITY,TRINITY R,US Geological Survey & US Bureau of Reclamation,NORTH COAST,"1,4,14,20,25,30,31,32,41,226,227",
MBT,NF MOKELUMNE R BL TIGER CREEK AFTERBAY,2220,38.440277,-120.503891,WEST POINT,6,8301, , ,60,18,20,AMADOR,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"20",
MBW,MARSH CREEK AT BRENTWOOD,43,37.962552,-121.688089,BRENTWOOD,2,2001, , ,107,22,23,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"1",
MC7,MCCLOUD RIVER BELOW MCCLOUD DAM,2400,41.122349,-122.064163,MCCLOUD,5,6601, , ,60,3,20,SHASTA,MC CLOUD R,Pacific Gas & Electric,SACRAMENTO RIVER,"20",
MCI,MCINTIRE ROAD,180,38.22,-121.038,LOCKEFORD,6,8301, , ,139,17,0,SAN JOAQUIN,MOKELUMNE R,San Joaquin County,SAN JOAQUIN RIVER,"16",
MCM,MORRISON CREEK AT MACK ROAD,13,38.478,-121.458,FLORIN,5,6501, , ,500,17,0,SACRAMENTO,SACRAMENTO R,Sacramento Dept of Public Works,SACRAMENTO RIVER,"1,2,16,45",
MCP,MCELROY PASS,5300,40.695,-121.48,HAT CREEK,5,6701, , ,19,9,0,SHASTA,PIT R,Hat Creek Ranger District,SACRAMENTO RIVER,"3,18,82",
MFT,MORATTINI FLAT,7108,38.89408,-120.27628,WRIGHTS LAKE,5,7701, , ,85,17,15,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"2,4",
MGN,MAGOON,3150,37.4894,-119.8125,BOOTJACK,6,8901, , ,56,25,0,MARIPOSA,FRESNO R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,45",
MGS,MERCED RIVER NEAR G ST IN SNELLING,250,37.50383,-120.4524,SNELLING,6,8701, , ,801,24,0,MERCED,MERCED R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
MHG,MOUNT HOUGH,6700,40.042,-120.878,GREENVILLE,5,7301, , ,2,10,0,PLUMAS,FEATHER R,CA Dept of Water Resources, Beckwourth,SACRAMENTO RIVER,"3,18,82",
MNZ,MANZANITA LAKE (CDF),5750,40.543,-121.582,SUMMERTOWN,5,7001, , ,44,9,0,SHASTA,SACTO VLY NE,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
MOK,MOKELUMNE R @ SAN JOAQUIN RIVER,0,38.1061,-121.5711,ISLETON,6,8301, , ,5,17,0,SAN JOAQUIN,MOKELUMNE R,USGS and DWR,SAN JOAQUIN RIVER,"1,20,21,25,27,100",
MPG,MARIPOSA GROVE,6400,37.5,-119.6,SUGAR PINE,6,8701, , ,3,25,0,MARIPOSA,MERCED R,CAL FIRE,SAN JOAQUIN RIVER,"2,4,9,10,12,13,14,18,30,31,32,45,77,78,103,104,105,106,107,108,194,195,196,197,198,199",
MPS,MERIDIAN PUMPS,50,39.148,-121.918,MERIDIAN,5,6501, , ,151,13,0,SUTTER,SACRAMENTO R,Sutter County,SACRAMENTO RIVER,"1,14,16,20",
MR2,MINERS RANCH RESERVOIR (STA 2),886,39.5115,-121.46196,OROVILLE,5,7301, , ,80,13,2,BUTTE,FEATHER R,South Feather Water and Power Agency,SACRAMENTO RIVER,"6,14",
MRQ,MARIPOSA CK BLW MARIPOSA DAM,346,37.28,-120.1617,PLANADA,6,8451, , ,56,24,0,MARIPOSA,LITTLEJOHN CR,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,2,14",
MRT,MARTIS CREEK RESERVOIR,5745,39.327,-120.113,TRUCKEE,8,10501, , ,56,14,0,NEVADA,TRUCKEE R,US Army Corps of Engineers,NORTH LAHONTAN,"1,2,4,6,7,9,10,14,15,20,30,31,32,45,94,200",
MRU,MIDDLE RIVER AT UNDINE ROAD,0,37.8339,-121.386,LATHROP,6,9001, , ,704,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"20,21,25,27,28,61,62,100",
MSH,MOUNT SHASTA,7900,41.372,-122.23,MOUNT SHASTA CITY,5,6501, , ,33,3,0,SISKIYOU,SACRAMENTO R,Mount Shasta Ranger District,SACRAMENTO RIVER,"3,18,82",
MSS,MCCLOUD RIVER ABOVE SHASTA LAKE,1100,40.958,-122.219,REDDING,5,6601,50,999,60,8,0,SHASTA,MC CLOUD R,Pacific Gas & Electric,SACRAMENTO RIVER,"1,14,20,25,27,41,61,65,66",
MTY,MONTEREY AIRPORT,217,36.590557,-121.847504,MONTEREY,3,3601, , ,40,29,13,MONTEREY,CARMEL R,National Weather Service,CENTRAL COAST,"2,45",
NAT,LAKE NATOMA  (NIMBUS DAM),132,38.65,-121.183,NIMBUS,5,7701, , ,50,17,0,SACRAMENTO,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"6,7,15,22,23,48,71,76",
NDV,NORTH FORK DIVERSION DAM,6695,38.438332,-120.01667,BIG MEADOW,6,8501, , ,615,17,37,ALPINE,STANISLAUS R,Northern California Power Agency,SAN JOAQUIN RIVER,"6,110",
NFG,NORTH FORK GUALALA RIVER NEAR GUALALA,30,38.785,-123.502,GUALALA,1,1550, , ,1,15,0,MENDOCINO,GUALALA R,CA Dept of Water Resources,NORTH COAST,"1,14,25",
NGQ,CALAVERAS R BLW NEW HOGAN DAM,520,38.1481,-120.8239,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,14,25",
NHG,NEW HOGAN LAKE,554,38.152,-120.812,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,6,7,8,15,22,23,31,32,45,76,91,94,200",
NMR,NORTH MOKELUMNE R AT W WALNUT GROVE RD,0,38.2232,-121.5071,WALNUT GROVE,6,8301, , ,58,17,0,SAN JOAQUIN,MOKELUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,20,21,25,100,221",
NMS,NEW MELONES,1400,37.948,-120.525,SONORA,6,8501,50,700,50,24,0,CALAVERAS,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,4,14,16,30,31,32,45",
NRN,NAVARRO RIVER NEAR NAVARRO,5,39.1704559326172,-123.668067932129,NAVARRO,1,1610, , ,58,11,0,MENDOCINO,NAVARRO RIVER,US Geological Survey,NORTH COAST,"1,14,20,169",
NSL,NATIONAL STEEL,0,38.1221,-121.8881,BIRD'S LANDING,5,6501, , ,705,17,0,SOLANO,SACRAMENTO R,CA Dept of Water Resources, DES,SACRAMENTO RIVER,"1,14,20,21,25,100",
ODA,ORINDA FIRE STATION 43,700,37.899588,-122.170402,ORINDA,2,2001, , ,107,21,0,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"16",
OMT,O&M REAL TIME MONITORING TEST STATION,13,38.5755,-121.4977,SACRAMENTO,5,6501, , ,703,17,0,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"4,14,30,31,32",
ONG,O'NEILL FOREBAY @ GIANELLI PUMPING PLANT,0,37.0666,-121.0719,LOS BANOS,6,9001, , ,705,23,21,MERCED,SAN JOAQUIN R,CA Dept of Water Resources, DES,SAN JOAQUIN RIVER,"27,61,62,100,101,146,148,149,150,151,152,153,179",
ONI,CHECK 13 (O'NEILL INTAKE),176,37.091,-121.036,LOS BANOS,6,9001, , ,50,23,0,MERCED,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,100",
ORA,STANISLAUS R AT OAKDALE REC AREA,98,37.771,-120.867,OAKDALE,6,8501, , ,801,24,0,STANISLAUS,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
ORI,OLD RIVER AT CLIFTON COURT INTAKE,0,37.828,-121.5526,BYRON,6,9001, , ,704,23,0,CONTRA COSTA,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"20,21,25",
ORM,OLD RIVER UPSTREAM OF MOUNTAIN HOUSE CRK,5,37.79384,-121.51738,TRACY,6,9001, , ,704,22,17,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"20,21,25,27,28,61,62,100",
OVD,OVD1 RAWS NEAR BISHOP 2N,7200,37.860279,-119.096664,BISHOP,9,10901, , ,59,25,2,MONO,MONO LAKE,US Bureau of Land Management,SOUTH LAHONTAN,"2,4,9,10,11,12,13,14,77,78",
OWQ,OWENS CK BLW OWENS DAM,357,37.2733,-120.2783,PLANADA,6,8701, , ,56,24,0,MERCED,MERCED R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,2,14",
PDE,PARADISE,1750,39.7536,-121.6247,PARADISE,5,7301,1,1,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,9,10,12,14,16,45,77,78",
PET,PETERSON FLAT,7150,41.3023,-122.5277,TRINITY CENTER,1,901,50,700,50,3,0,TRINITY,TRINITY R,US Bureau of Reclamation,NORTH COAST,"2,3,4,14,18,30,31,32,45,82",
PIN,PINE GROVE,2440,38.4,-120.633,PINE GROVE,6,8301,700,700,1,18,0,AMADOR,MOKELUMNE R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"2,4,14,16,45",
PLD,PILARCITOS DAM,700,37.548,-122.422,SAN MATEO,2,2650, , ,182,22,0,SAN MATEO,SAN MATEO CREEK,San Francisco PUC,SAN FRANCISCO BAY,"14,16,45",
PLG,NORTH FORK FEATHER RIVER AT PULGA,1305,39.794,-121.451,PARADISE,5,7301, , ,60,13,0,BUTTE,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"1,14,20",
PME,PARKS CK BLW MWCD DIVERSION NR EDGEWOOD,3010,41.45293,-122.44748,EDGEWOOD,1,401, , ,707,3,2,SISKIYOU,SHASTA R,CA Dept of Water Resources, NRO,NORTH COAST,"1,14",
PMN,PIT RIVER NEAR MONTGOMERY CREEK,1036,40.843,-122.016,BURNEY,5,6701,50,999,50,8,0,SHASTA,PIT R,US Bureau of Reclamation,SACRAMENTO RIVER,"1,14,20,25,27,41,61",
PMR,PATTERSON MTN REPEATER,8140,36.9564,-119.0508,SANGER,6,9401, , ,56,31,0,FRESNO,KINGS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"4,14,30,31,32",
PNC,PINECREST-STRAWBERRY,5620,38.2,-119.984,SONORA,6,8501, , ,60,19,0,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,45",
PT7,PIT R PH7,1036,40.843,-122.015,HILLCREST,5,6701, , ,60,8,0,SHASTA,PIT R,Pacific Gas & Electric,SACRAMENTO RIVER,"15,71",
PTK,PROSSER CREEK NEAR TRUCKEE,5602,39.3732414245605,-120.13158416748,TRUCKEE,8,10501, , ,58,14,0,NEVADA,TRUCKEE R,US Geological Survey,NORTH LAHONTAN,"1,14,20,25",
Q01,WQ01,1454,39.37687,-123.326,WILLITS,1,1201, , ,6,11,31,MENDOCINO,EEL R,CA Dept of Transportation,NORTH COAST,"1,4,5,25,27,61,62",
Q11,WQ11,1361,39.42124,-123.341,WILLITS,1,1201, , ,6,11,31,MENDOCINO,EEL R,CA Dept of Transportation,NORTH COAST,"1,4,5,25,27,61,62",
RC2,ROCK CREEK 2,9050,37.473,-118.717,,9,11001, , ,71,26,0,MONO,OWENS R,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82",
RCF,ROCK CK BLW FARMINGTON DAM,100,37.9183,-120.9586,STOCKTON,6,9001, , ,56,24,0,SAN JOAQUIN,SAN JOAQUIN R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,2,14",
RCH,RICHARDSONS 2,6500,38.917,-120.05,,8,10601, , ,93,18,0,EL DORADO,LAKE TAHOE,Truckee River Basin Water Committee, Reno,NORTH LAHONTAN,"3,18,82",
RDB,SACRAMENTO R AT RED BLUFF DIVERSION DAM,236,40.1543617248535,-122.201950073242,RED BLUFF,5,6501,50,999,50,8,0,TEHAMA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"1,4,14,25,27,30,31,32,61,169",
